raw_time,name,text,time,time_difference,actual_time,debate
09:24,Pete Buttigieg,"What happened was that when I trusted voters to judge me based on the job that I did for them, they decided to trust me and reelected me with 80% of the vote. What I learned was that trust can be reciprocated and that part of how you can win and deserve to win is to know what’s worth more to you than winning. I think that’s what we need in the presidency right now. We have to know what we are about.",0 days 00:09:24.000000000,0 days 00:00:29.000000000,0 days 02:23:46.000000000,third
09:53,Pete Buttigieg,"This election is not about any of us up here. It is not about this President, even though it’s hard to talk of anything else some days. It’s about the people who trust us with their lives. A kid wondering if we’re actually going to make their schools safe when they’ve learned active shooter drills before they’ve learned to read, a generation wondering whether we will actually get the job done on climate change. If we hold to that, then it doesn’t matter what happens to each of us professionally. Together we will win a better era for our country.",0 days 00:09:53.000000000,0 days 00:00:31.000000000,0 days 02:24:15.000000000,third
10:24,George S.,"Mayor Buttigieg, thank you. Mister Yang.",0 days 00:10:24.000000000,0 days 00:00:07.000000000,0 days 02:24:46.000000000,third
10:31,Andrew Yang,"I was an unhappy lawyer for five whole months, and I left to start a business. I’m going to share with you all one of the secrets to entrepreneurship. If you want to start something, tell everyone you know you’re going to do it. Then you don’t have a choice. You put your heart and soul into it. Even though I did that, my company flopped, had its mini rise and maximum fall, lost investors, hundreds of thousands of dollars. Still owed 100,000 in school debt. My parents still told people I was a lawyer. I guess it was a little easier.",0 days 00:10:31.000000000,0 days 00:00:27.000000000,0 days 02:24:53.000000000,third
10:58,Andrew Yang,"So, I remember lying on my floor, looking up, wondering how did it come to this, Eventually, I picked myself back up. I kept working in small growth companies for another ten years and eventually had some success. Then after I did have some success, I still remembered how hard it was, how isolating it was, how it feels like your friends no longer want to spend time with you. So, I spent seven years starting and running a nonprofit that helped train young entrepreneurs around the country, including Sean Wen, who’s here in the audience tonight who left his gilded Wall Street job to become a food entrepreneur in San Antonio. Sean, I hope I made the process a little bit easier for you than it was for me. The goal of my campaign is to make this an economy that allows us to live our human values and aspirations.",0 days 00:10:58.000000000,0 days 00:00:45.000000000,0 days 02:25:20.000000000,third
11:43,George S.,"Thank you. Thank you, Mister Yang. Senator Booker.",0 days 00:11:43.000000000,0 days 00:00:06.000000000,0 days 02:26:05.000000000,third
11:49,Cory Booker,"My biggest professional setback is embarrassing, because a lot of folks know about it. I, with a bunch of tenant leaders in Newark, New Jersey in 2002, took on the political machine. Boy, did they fight back. I had tires on my car slashed. Our campaign offices were broken into. My phones were tapped. It became a spectacle, and we lost that election. Here’s a bit of advice to everybody. If you’re going to have a spectacular failure, have a documentary team there to capture it because it made for an Oscar nominated documentary called Street Fight. But hen unfortunately, another setback, it lost in the Oscars to a movie called March of the dag nab Penguins, for crying out loud.",0 days 00:11:49.000000000,0 days 00:00:38.000000000,0 days 02:26:11.000000000,third
12:27,Cory Booker,"The people in my community of living in the projects told me, “Don’t give up on the people, and the people won’t give up on you. Create bigger and bolder coalitions, and you’re going to win.” You know what? We came back four years later and won the largest lopsided victory in our city’s history.",0 days 00:12:27.000000000,0 days 00:00:17.000000000,0 days 02:26:49.000000000,third
12:44,Cory Booker,"More than that, the lesson was there. We didn’t give up. We were taking on America’s toughest problems from crime to poverty. We transformed our city, creating tens of thousands of new jobs, the biggest economic expansion in our city, and as I said before, turned around our school system. There’s more work to do, but I haven’t given up on the people. I still live in that community.",0 days 00:12:44.000000000,0 days 00:00:19.000000000,0 days 02:27:06.000000000,third
13:03,Cory Booker,"This is the big lesson. My staff and my friends and my community told me, “If you want to go fast, you may have won the mayor’s race, but that’s not what life is about.” There’s an old African saying that says, “If you want to go fast, go alone. But if you want to go far, go together.” The lesson I learned of resilience is to trust people, because the power of the people is always greater than the people in power. The test of America right now, it’s not a referendum on Donald Trump. It’s a referendum on us and who we are and who we’re going to be together. We need to use this moment in history to unite in common cause and common purpose, and then there’s nothing we can’t do together as a nation.",0 days 00:13:03.000000000,0 days 00:00:37.000000000,0 days 02:27:25.000000000,third
13:40,George S.,"Senator Booker, thank you. Congressman O’Rourke.",0 days 00:13:40.000000000,0 days 00:00:04.000000000,0 days 02:28:02.000000000,third
13:44,Beto O’Rourke,"Thank you, George. Everything that I’ve learned about resilience, I’ve learned from my hometown of El Paso, Texas. In the face of this act of terror that was directed at our community in large part by the President of the United States that killed 22 people and injured many more, we were not defeated by that nor were we defined by that. The very thing that drew that killer to us is the very thing that helps us set the example for the rest of this country. We don’t see our differences as disqualifying or dangerous. We see them as foundational to our success, to our strength and to our security and to our safety.",0 days 00:13:44.000000000,0 days 00:00:43.000000000,0 days 02:28:06.000000000,third
14:27,Beto O’Rourke,"Yesterday, I was visiting with one of those victims. He’s the head coach of the Fusion. This is a girl’s soccer team of ten and 11 year old girls. His name is Luis. He was shot in the legs multiple times. He was shot in the side multiple times. He’s still healing from his wounds in the hospital, but from his hospital bed, he’s still trying to coach the Fusion girls soccer team. Memo, his co-coach, is still fighting for his life right now at Del Sol Hospital. Those two men, Jessica and Marcella, their wives, they exemplify resilience to me.",0 days 00:14:27.000000000,0 days 00:00:36.000000000,0 days 02:28:49.000000000,third
15:03,Beto O’Rourke,"When we end this scourge of gun violence in this country, when we finally confront the racism that exists in America, when we’re defined not by our fears but instead by our aspirations and our ambitions, it will be in large part, I think, thanks to the example that El Paso has set.",0 days 00:15:03.000000000,0 days 00:00:17.000000000,0 days 02:29:25.000000000,third
15:20,George S.,"Congressman, thank you.",0 days 00:15:20.000000000,0 days 00:00:01.000000000,0 days 02:29:42.000000000,third
15:21,Beto O’Rourke,Thank you.,0 days 00:15:21.000000000,0 days 00:00:00.000000000,0 days 02:29:43.000000000,third
15:21,George S.,Senator Klobuchar.,0 days 00:15:21.000000000,0 days 00:00:04.000000000,0 days 02:29:43.000000000,third
15:25,Amy Klobuchar,"My challenges and resilience have brought me up here. I grew up with a dad who struggled with alcoholism his whole life. After his third DWI, he had a choice between jail and treatment. He chose treatment with his faith, with his friends, with our family. In his words, he was pursued by grace. That made me interested in public service, because I feel like everyone should have that same right to be pursued by grace. Then got married. My husband’s out there somewhere, hopefully smiling, and our daughter. Our daughter was born, I had this expectation, we were going to have this perfect, perfect birth. She was really sick, and she couldn’t swallow. She was in and out of hospitals for a year and a half. But when she was born, they had a rule in place that you got kicked out of the hospital in 24 hours. She was in intensive care, and I was kicked out. I thought this could never happen to any other mom again.",0 days 00:15:25.000000000,0 days 00:00:57.000000000,0 days 02:29:47.000000000,third
